,order_id,LIFR%,VOFR%
170,FAP410902503,100.0,100.0
171,FAP410902603,80.0,99.04942965779468
172,FAP410903301,0.0,81.25
173,FAP410903303,0.0,80.0
174,FAP410903502,0.0,89.78102189781022
175,FAP410903602,20.0,92.12880143112702
176,FAP41101302,100.0,100.0
177,FAP41101303,100.0,100.0
178,FAP41101401,0.0,89.96960486322189
179,FAP41101501,100.0,100.0
180,FAP41101503,100.0,100.0
181,FAP41101601,100.0,100.0
182,FAP41102101,100.0,100.0
183,FAP41102102,100.0,100.0
184,FAP41102302,100.0,100.0
185,FAP41102401,50.0,98.11320754716981
186,FAP41102403,100.0,100.0
187,FAP41102502,0.0,89.81481481481481
188,FAP41102602,66.66666666666666,98.59402460456941
189,FAP41103501,0.0,80.37383177570094
190,FAP41103601,0.0,92.8374655647383
191,FAP41103603,33.33333333333333,98.24817518248176
192,FAP411101501,100.0,100.0
193,FAP411101502,50.0,96.01990049751244
194,FAP411101602,100.0,100.0
195,FAP411101603,80.0,95.67307692307693
196,FAP411102103,100.0,100.0
197,FAP411102201,100.0,100.0
198,FAP411102602,83.33333333333334,97.8021978021978
199,FAP411103403,0.0,88.12217194570135
200,FAP411103601,50.0,95.05597014925374
201,FAP411103602,33.33333333333333,93.43065693430657
202,FAP411103603,0.0,90.47619047619048
203,FAP411121102,100.0,100.0
204,FAP411121103,100.0,100.0
205,FAP411121201,0.0,90.09287925696594
206,FAP411121303,100.0,100.0
207,FAP411121401,100.0,100.0
208,FAP411121402,100.0,100.0
209,FAP411121403,100.0,100.0
210,FAP411121501,0.0,89.86175115207374
211,FAP411121503,100.0,100.0
212,FAP411121603,100.0,100.0
213,FAP411122101,100.0,100.0
214,FAP411122303,0.0,90.47619047619048
215,FAP411122401,100.0,100.0
216,FAP411122402,100.0,100.0
217,FAP411122403,0.0,94.97847919655668
218,FAP411122501,50.0,92.43027888446214
219,FAP411122502,0.0,90.22556390977444
220,FAP411122601,0.0,95.19999999999999
221,FAP411122603,66.66666666666666,97.6
222,FAP411201401,0.0,89.16967509025271
223,FAP411201501,100.0,100.0
224,FAP411201601,80.0,97.88888888888889
225,FAP411202103,100.0,100.0
226,FAP411202303,0.0,80.0
227,FAP411203201,100.0,100.0
228,FAP411203302,100.0,100.0
229,FAP411203303,100.0,100.0
230,FAP411203502,50.0,94.1527446300716
231,FAP411203601,100.0,100.0
232,FAP41121103,100.0,100.0
233,FAP41121203,100.0,100.0
234,FAP41121403,33.33333333333333,94.33628318584071
235,FAP41121603,50.0,96.53979238754326
236,FAP411220402,100.0,100.0
237,FAP411220602,66.66666666666666,99.63942307692307
238,FAP411220603,60.0,98.30508474576271
239,FAP411221501,100.0,100.0
240,FAP411221503,100.0,100.0
241,FAP411221601,66.66666666666666,93.57429718875501
242,FAP411221603,100.0,100.0
243,FAP41122201,100.0,100.0
244,FAP41122301,0.0,95.0
245,FAP41122401,66.66666666666666,98.9795918367347
246,FAP41122502,0.0,90.4
247,FAP41122602,0.0,91.46341463414635
248,FAP411301202,100.0,100.0
249,FAP411301302,100.0,100.0
250,FAP411301402,100.0,100.0
251,FAP411301403,100.0,100.0
252,FAP411301601,100.0,100.0
253,FAP411301603,100.0,100.0
254,FAP411303203,100.0,100.0
255,FAP411303303,100.0,100.0
256,FAP411303503,100.0,100.0
257,FAP411303603,66.66666666666666,96.44549763033176
258,FAP411320202,100.0,100.0
259,FAP411320502,50.0,95.088161209068
260,FAP411320601,100.0,100.0
261,FAP411321201,100.0,100.0
262,FAP411321202,100.0,100.0
263,FAP411321401,100.0,100.0
264,FAP411321503,100.0,100.0
265,FAP411401303,100.0,100.0
266,FAP411401602,100.0,100.0
267,FAP411401603,33.33333333333333,95.46079779917468
268,FAP411402302,100.0,100.0
269,FAP411402601,100.0,100.0
270,FAP411402602,100.0,100.0
271,FAP411402603,100.0,100.0
272,FAP411403201,100.0,100.0
273,FAP411403301,100.0,100.0
274,FAP411403503,100.0,100.0
275,FAP411403603,100.0,100.0
276,FAP411420101,100.0,100.0
277,FAP411420201,100.0,100.0
278,FAP411420301,50.0,98.56459330143541
279,FAP411420402,100.0,100.0
280,FAP411420501,0.0,80.16194331983806
281,FAP411420502,100.0,100.0
282,FAP411420503,100.0,100.0
283,FAP411420602,100.0,100.0
284,FAP411421202,0.0,90.0
285,FAP411421303,100.0,100.0
286,FAP411421402,0.0,94.9748743718593
287,FAP411421501,0.0,94.9685534591195
288,FAP411421503,0.0,89.74358974358975
289,FAP411421602,0.0,94.76439790575915
290,FAP411422302,50.0,82.40469208211144
291,FAP411422402,0.0,89.80392156862746
292,FAP411422501,100.0,100.0
293,FAP411422502,100.0,100.0
294,FAP411422503,100.0,100.0
295,FAP411422601,100.0,100.0
296,FAP411501103,0.0,94.87179487179486
297,FAP411501201,0.0,79.86798679867987
298,FAP411501301,100.0,100.0
299,FAP411501403,0.0,92.95212765957447
300,FAP411501503,25.0,90.9090909090909
301,FAP411501603,100.0,100.0
302,FAP411503301,100.0,100.0
303,FAP411503403,100.0,100.0
304,FAP411503501,100.0,100.0
305,FAP411503601,50.0,92.08333333333333
306,FAP411503603,60.0,95.4391891891892
307,FAP411520101,0.0,90.02932551319648
308,FAP411520302,100.0,100.0
309,FAP411520501,0.0,84.2443729903537
310,FAP411520503,100.0,100.0
311,FAP411520601,100.0,100.0
312,FAP411520603,0.0,89.81481481481481
313,FAP411521103,100.0,100.0
314,FAP411521201,100.0,100.0
315,FAP411521203,100.0,100.0
316,FAP411521301,100.0,100.0
317,FAP411521302,100.0,100.0
318,FAP411521501,50.0,83.75634517766497
319,FAP411521602,0.0,94.23076923076923
320,FAP411521603,100.0,100.0
321,FAP411522102,100.0,100.0
322,FAP411522103,100.0,100.0
323,FAP411522203,0.0,95.17241379310344
324,FAP411522301,100.0,100.0
325,FAP411522402,100.0,100.0
326,FAP411522502,50.0,96.92307692307692
327,FAP411601102,0.0,90.06772009029346
328,FAP411601302,50.0,98.75621890547264
329,FAP411601502,0.0,79.83193277310924
330,FAP411601601,75.0,92.96703296703296
331,FAP411601602,0.0,83.13253012048193
332,FAP411603202,100.0,100.0
333,FAP411603203,100.0,100.0
334,FAP411603402,0.0,90.01692047377327
335,FAP411603403,100.0,100.0
336,FAP411603502,50.0,98.47908745247148
337,FAP411603603,50.0,91.875
338,FAP411621201,100.0,100.0
339,FAP411621402,50.0,92.65785609397945
340,FAP411621502,100.0,100.0
341,FAP411621602,75.0,99.26470588235294
342,FAP411621603,100.0,100.0
343,FAP411622401,100.0,100.0
344,FAP411622502,100.0,100.0
345,FAP411622503,0.0,89.72602739726028
346,FAP411622601,100.0,100.0
347,FAP411702302,0.0,79.56989247311827
348,FAP411702403,100.0,100.0
349,FAP411702501,0.0,89.77272727272727
350,FAP411702502,25.0,92.52971137521222
351,FAP411702602,33.33333333333333,93.03675048355899
352,FAP411703101,0.0,89.9425287356322
353,FAP411703202,0.0,80.0
354,FAP411703203,0.0,95.07186858316223
355,FAP411703401,100.0,100.0
356,FAP411703403,100.0,100.0
357,FAP411703502,100.0,100.0
358,FAP411703503,100.0,100.0
359,FAP411703602,50.0,97.84172661870504
360,FAP411720102,100.0,100.0
361,FAP411720201,0.0,94.93333333333334
362,FAP411720403,100.0,100.0
363,FAP411720601,66.66666666666666,98.70848708487084
364,FAP411720602,100.0,100.0
365,FAP411721201,100.0,100.0
366,FAP411721301,100.0,100.0
367,FAP411721403,100.0,100.0
368,FAP411721501,100.0,100.0
369,FAP411721601,100.0,100.0
370,FAP411721603,100.0,100.0
371,FAP411902302,0.0,90.19607843137256
372,FAP411902303,100.0,100.0
373,FAP411902601,100.0,100.0
374,FAP411903202,0.0,89.92805755395683
375,FAP411903203,50.0,92.41071428571429
376,FAP411903302,0.0,94.44444444444444
377,FAP411903503,33.33333333333333,93.47319347319348
378,FAP41201203,50.0,95.3623188405797
379,FAP41201503,100.0,100.0
380,FAP41201601,100.0,100.0
381,FAP41201602,75.0,97.69850402761794
382,FAP41202402,100.0,100.0
383,FAP41202503,0.0,90.62049062049063
384,FAP41202601,50.0,95.8288770053476
385,FAP41202603,33.33333333333333,95.72192513368985
386,FAP41203103,100.0,100.0
387,FAP41203201,100.0,100.0
388,FAP41203202,100.0,100.0
389,FAP41203401,100.0,100.0
390,FAP41203602,100.0,100.0
391,FAP41203603,100.0,100.0
392,FAP412101301,0.0,90.32258064516128
393,FAP412101401,100.0,100.0
394,FAP412101503,100.0,100.0
395,FAP412101602,100.0,100.0
396,FAP412101603,100.0,100.0
397,FAP412102403,66.66666666666666,95.95202398800599
398,FAP412102602,75.0,99.42028985507247
399,FAP412102603,100.0,100.0
400,FAP412103403,33.33333333333333,94.52054794520548
401,FAP412103501,0.0,89.00990099009901
402,FAP412103601,0.0,79.82456140350878
403,FAP412103602,0.0,89.67065868263472
404,FAP412121101,100.0,100.0
405,FAP412121201,0.0,80.04338394793926
406,FAP412121402,0.0,90.05847953216374
407,FAP412121502,100.0,100.0
408,FAP412121503,100.0,100.0
409,FAP412122102,0.0,90.02079002079002
410,FAP412122302,0.0,90.19607843137256
411,FAP412122402,0.0,89.95983935742971
412,FAP412122501,0.0,95.16129032258065
413,FAP412122502,0.0,79.88165680473372
414,FAP412122601,50.0,92.92543021032505
415,FAP412122603,0.0,79.88165680473372
416,FAP412201202,100.0,100.0
417,FAP412201402,100.0,100.0
418,FAP412201501,100.0,100.0
419,FAP412201503,66.66666666666666,92.63698630136986
420,FAP412202302,66.66666666666666,93.42915811088297
421,FAP412202402,100.0,100.0
422,FAP412202601,33.33333333333333,96.028880866426
423,FAP412202602,50.0,97.911227154047
424,FAP412203302,100.0,100.0
425,FAP412203602,85.71428571428571,99.44674965421854
426,FAP412203603,50.0,98.73417721518987
427,FAP41220402,66.66666666666666,93.01310043668121
428,FAP41220403,100.0,100.0
429,FAP41220503,100.0,100.0
430,FAP41220601,100.0,100.0
431,FAP41220603,100.0,100.0
432,FAP41221102,0.0,89.8936170212766
433,FAP41221302,0.0,91.11111111111111
434,FAP41221402,66.66666666666666,93.896484375
435,FAP41221503,100.0,100.0
436,FAP41221601,100.0,100.0
437,FAP41221603,0.0,90.05847953216374
438,FAP412220303,100.0,100.0
439,FAP412220602,100.0,100.0
440,FAP412220603,100.0,100.0
441,FAP412221102,100.0,100.0
442,FAP412221601,66.66666666666666,97.41480611045829
443,FAP412221603,100.0,100.0
444,FAP412301203,100.0,100.0
445,FAP412301301,33.33333333333333,92.04892966360856
446,FAP412301302,100.0,100.0
447,FAP412301403,100.0,100.0
448,FAP412301501,100.0,100.0
449,FAP412303302,100.0,100.0
450,FAP412303403,100.0,100.0
451,FAP412303501,100.0,100.0
452,FAP412303502,100.0,100.0
453,FAP412320103,100.0,100.0
454,FAP412320402,100.0,100.0
455,FAP412320501,100.0,100.0
456,FAP412320503,0.0,95.16616314199395
457,FAP412320602,100.0,100.0
458,FAP412321403,66.66666666666666,92.92851652574943
459,FAP412321603,80.0,96.53846153846153
460,FAP412401303,100.0,100.0
461,FAP412401402,66.66666666666666,97.2972972972973
462,FAP412401502,66.66666666666666,98.4149855907781
463,FAP412401602,50.0,93.99293286219081
464,FAP412401603,100.0,100.0
465,FAP412402401,0.0,89.97050147492625
466,FAP412402503,100.0,100.0
467,FAP412402602,75.0,99.65635738831615
468,FAP412402603,66.66666666666666,92.52525252525253
469,FAP412403301,0.0,94.38502673796792
470,FAP412403302,100.0,100.0
471,FAP412403601,100.0,100.0
472,FAP412403603,75.0,98.73294346978557
473,FAP412420301,66.66666666666666,99.46332737030411
474,FAP412420303,100.0,100.0
475,FAP412420501,50.0,95.45454545454545
476,FAP412420502,100.0,100.0
477,FAP412420602,50.0,93.46153846153847
478,FAP412421102,0.0,95.11002444987776
479,FAP412421203,50.0,96.55737704918033
480,FAP412421301,0.0,90.12345679012346
481,FAP412421303,0.0,95.45454545454545
482,FAP412421401,0.0,90.08498583569406
483,FAP412421402,100.0,100.0
484,FAP412421603,33.33333333333333,97.20101781170484
485,FAP412422101,100.0,100.0
486,FAP412422303,0.0,81.47321428571429
487,FAP412422402,100.0,100.0
488,FAP412422403,100.0,100.0
489,FAP412422503,100.0,100.0
490,FAP412422602,100.0,100.0
491,FAP412501102,100.0,100.0
492,FAP412501103,100.0,100.0
493,FAP412501401,100.0,100.0
494,FAP412501502,100.0,100.0
495,FAP412501602,100.0,100.0
496,FAP412501603,100.0,100.0
497,FAP412503302,0.0,90.0
498,FAP412503501,100.0,100.0
499,FAP412503502,66.66666666666666,98.93238434163702
500,FAP412503601,100.0,100.0
501,FAP412520101,0.0,89.97050147492625
502,FAP412520103,0.0,90.0
503,FAP412520301,0.0,95.83333333333334
504,FAP412520503,0.0,94.97206703910615
505,FAP412520602,0.0,90.0
506,FAP412521102,100.0,100.0
507,FAP412521201,100.0,100.0
508,FAP412521303,100.0,100.0
509,FAP412521402,100.0,100.0
510,FAP412521403,100.0,100.0
511,FAP412521501,100.0,100.0
512,FAP412521601,100.0,100.0
513,FAP412521603,33.33333333333333,96.113074204947
514,FAP412522402,100.0,100.0
515,FAP412522403,0.0,95.0354609929078
516,FAP412522501,100.0,100.0
517,FAP412522601,50.0,98.01980198019803
518,FAP412522602,100.0,100.0
519,FAP412522603,100.0,100.0
520,FAP412601102,0.0,94.85530546623794
521,FAP412601103,0.0,94.91916859122402
522,FAP412601202,0.0,94.84978540772532
523,FAP412601303,0.0,95.16129032258065
524,FAP412601401,100.0,100.0
525,FAP412601403,0.0,89.95983935742971
526,FAP412601503,0.0,94.9438202247191
527,FAP412603102,0.0,90.07633587786259
528,FAP412603203,100.0,100.0
529,FAP412603502,100.0,100.0
530,FAP412603503,100.0,100.0
531,FAP412603601,100.0,100.0
532,FAP412621302,100.0,100.0
533,FAP412621403,66.66666666666666,97.22735674676525
534,FAP412621602,0.0,80.24691358024691
535,FAP412622101,0.0,94.9438202247191
536,FAP412622402,0.0,95.13513513513514
537,FAP412622601,66.66666666666666,96.1661341853035
538,FAP412622602,75.0,97.94117647058823
539,FAP412622603,100.0,100.0
540,FAP412702201,0.0,95.11400651465797
541,FAP412702402,0.0,94.93333333333334
542,FAP412702501,66.66666666666666,99.48805460750853
543,FAP412702502,0.0,89.9581589958159
544,FAP412703301,100.0,100.0
545,FAP412703403,100.0,100.0
546,FAP412703503,100.0,100.0
547,FAP412703602,100.0,100.0
548,FAP412703603,100.0,100.0
549,FAP412720101,100.0,100.0
550,FAP412720102,100.0,100.0
551,FAP412720403,100.0,100.0
552,FAP412720503,75.0,99.45054945054946
553,FAP412720601,50.0,96.11398963730569
554,FAP412720603,0.0,90.06622516556291
555,FAP412721202,100.0,100.0
556,FAP412721502,50.0,96.2085308056872
557,FAP412721602,60.0,96.29629629629629
558,FAP412721603,66.66666666666666,92.40986717267552
559,FAP412902401,75.0,99.61880559085134
560,FAP412902403,100.0,100.0
561,FAP412902502,66.66666666666666,97.48502994011976
562,FAP412902602,100.0,100.0
563,FAP412903301,33.33333333333333,92.5925925925926
564,FAP412903303,0.0,91.30434782608695
565,FAP412903602,0.0,94.82758620689656
566,FAP412903603,40.0,97.00967458223396
567,FAP41301202,0.0,90.06849315068493
568,FAP41301303,50.0,89.13043478260869
569,FAP41301401,100.0,100.0
570,FAP41301502,33.33333333333333,96.17918313570487
571,FAP41301603,60.0,96.0809928151535
572,FAP41303501,100.0,100.0
573,FAP41303602,100.0,100.0
574,FAP41303603,100.0,100.0
575,FAP413101301,0.0,79.16666666666666
576,FAP413101402,100.0,100.0
577,FAP413101403,100.0,100.0
578,FAP413101503,66.66666666666666,98.73772791023842
579,FAP413102202,100.0,100.0
580,FAP413102403,100.0,100.0
581,FAP413102503,100.0,100.0
582,FAP413102601,60.0,97.34513274336283
583,FAP413102602,100.0,100.0
584,FAP413102603,75.0,99.74025974025975
585,FAP413103102,0.0,94.9367088607595
586,FAP413103203,0.0,95.04310344827587
587,FAP413103502,40.0,95.16949152542374
588,FAP413103603,100.0,100.0
589,FAP413121102,100.0,100.0
590,FAP413121203,50.0,95.14824797843666
591,FAP413121303,100.0,100.0
592,FAP413121401,100.0,100.0
593,FAP413121501,100.0,100.0
594,FAP413121502,100.0,100.0
595,FAP413121601,33.33333333333333,88.85941644562334
596,FAP413122103,0.0,90.04065040650406
597,FAP413122202,0.0,94.85981308411215
598,FAP413122401,0.0,89.93135011441647
599,FAP413122502,100.0,100.0
600,FAP413122603,0.0,90.020366598778
601,FAP413201201,100.0,100.0
602,FAP413201202,100.0,100.0
603,FAP413201403,100.0,100.0
604,FAP413201601,66.66666666666666,97.78869778869779
605,FAP413201602,100.0,100.0
606,FAP413201603,66.66666666666666,98.39704069050555
607,FAP413202401,33.33333333333333,87.61061946902655
608,FAP413202502,100.0,100.0
609,FAP413202601,25.0,85.00727802037845
610,FAP413203101,100.0,100.0
611,FAP413203502,75.0,97.52475247524752
612,FAP413203602,100.0,100.0
613,FAP413203603,66.66666666666666,97.05882352941177
614,FAP41320501,100.0,100.0
615,FAP41320602,66.66666666666666,98.87218045112782
616,FAP41320603,66.66666666666666,88.77980364656382
617,FAP41321302,100.0,100.0
618,FAP41321402,50.0,98.26923076923076
619,FAP41321502,100.0,100.0
620,FAP41321503,100.0,100.0
621,FAP41321602,50.0,97.1830985915493
622,FAP41321603,100.0,100.0
623,FAP413220201,0.0,95.0920245398773
624,FAP413220203,100.0,100.0
625,FAP413220303,100.0,100.0
626,FAP413220501,50.0,98.34437086092716
627,FAP413220601,66.66666666666666,96.02954755309327
628,FAP413221202,100.0,100.0
629,FAP413221403,50.0,91.19804400977995
630,FAP413221501,100.0,100.0
631,FAP413221602,0.0,90.32258064516128
632,FAP413301402,50.0,98.1651376146789
633,FAP413301503,66.66666666666666,99.43820224719101
634,FAP413301602,0.0,90.10989010989012
635,FAP413301603,100.0,100.0
636,FAP413303201,100.0,100.0
637,FAP413303302,100.0,100.0
638,FAP413303503,100.0,100.0
639,FAP413303601,0.0,92.23880597014926
640,FAP413303602,100.0,100.0
641,FAP413320202,100.0,100.0
642,FAP413320501,100.0,100.0
643,FAP413320502,0.0,94.66666666666667
644,FAP413320603,100.0,100.0
645,FAP413321302,75.0,97.95046968403074
646,FAP413321501,50.0,98.70689655172413
647,FAP413321601,80.0,99.49290060851928
648,FAP413401101,100.0,100.0
649,FAP413401601,80.0,97.92207792207792
650,FAP413401602,100.0,100.0
651,FAP413402103,100.0,100.0
652,FAP413402303,50.0,88.60759493670885
653,FAP413402503,0.0,92.45283018867924
654,FAP413402601,50.0,95.4140127388535
655,FAP413402602,100.0,100.0
656,FAP413402603,0.0,89.81481481481481
657,FAP413403101,100.0,100.0
658,FAP413403501,33.33333333333333,96.26749611197512
659,FAP413403601,0.0,90.0
660,FAP413403602,100.0,100.0
661,FAP413403603,100.0,100.0
662,FAP413420203,100.0,100.0
663,FAP413420301,100.0,100.0
664,FAP413420302,100.0,100.0
665,FAP413420303,100.0,100.0
666,FAP413420401,100.0,100.0
667,FAP413420501,66.66666666666666,95.08032128514057
668,FAP413420503,100.0,100.0
669,FAP413420603,100.0,100.0
670,FAP413421201,100.0,100.0
671,FAP413421202,0.0,89.89473684210526
672,FAP413421203,0.0,95.08196721311475
673,FAP413421301,0.0,94.8051948051948
674,FAP413421303,0.0,94.73684210526315
675,FAP413421502,0.0,93.82504288164665
676,FAP413421503,100.0,100.0
677,FAP413421603,50.0,92.11618257261411
678,FAP413422102,100.0,100.0
679,FAP413422203,100.0,100.0
680,FAP413422301,100.0,100.0
681,FAP413422402,100.0,100.0
682,FAP413422403,100.0,100.0
683,FAP413422503,100.0,100.0
684,FAP413422601,100.0,100.0
685,FAP413422602,100.0,100.0
686,FAP413501202,0.0,89.8989898989899
687,FAP413501301,100.0,100.0
688,FAP413501503,0.0,80.18433179723502
689,FAP413501602,100.0,100.0
690,FAP413503201,0.0,90.02849002849003
691,FAP413503401,100.0,100.0
692,FAP413503402,50.0,97.80346820809248
693,FAP413503403,100.0,100.0
694,FAP413503502,100.0,100.0
695,FAP413503503,100.0,100.0
696,FAP413520301,0.0,89.55223880597015
697,FAP413520501,100.0,100.0
698,FAP413520503,0.0,94.8905109489051
699,FAP413520602,0.0,83.47107438016529
700,FAP413520603,50.0,91.10251450676982
701,FAP413521103,0.0,89.91596638655463
702,FAP413521201,0.0,90.02079002079002
703,FAP413521203,100.0,100.0
704,FAP413521301,100.0,100.0
705,FAP413521501,50.0,93.54207436399217
706,FAP413521503,66.66666666666666,97.68563162970106
707,FAP413521602,100.0,100.0
708,FAP413522101,0.0,90.02079002079002
709,FAP413522201,100.0,100.0
710,FAP413522301,100.0,100.0
711,FAP413522402,100.0,100.0
712,FAP413522501,100.0,100.0
713,FAP413522503,100.0,100.0
714,FAP413522602,75.0,98.04347826086956
715,FAP413522603,0.0,94.92753623188406
716,FAP413601303,0.0,90.60000000000001
717,FAP413601502,0.0,82.35294117647058
718,FAP413601503,0.0,88.81118881118881
719,FAP413601601,33.33333333333333,95.0199203187251
720,FAP413603101,100.0,100.0
721,FAP413603501,50.0,93.71069182389937
722,FAP413603503,66.66666666666666,96.03960396039604
723,FAP413603602,66.66666666666666,98.54132901134521
724,FAP413621102,100.0,100.0
725,FAP413621303,100.0,100.0
